# Reading tables
# Performing tests
# card(left) card(right) card(result) ticks ticks/tuple seconds
200000	800000	800000	230000	0	0.23
200000	800000	800000	230000	0	0.23
200000	800000	800000	230000	0	0.23
200000	800000	800000	220000	0	0.22
200000	800000	800000	230000	0	0.23
200000	800000	800000	230000	0	0.23
200000	800000	800000	220000	0	0.22
200000	800000	800000	230000	0	0.23
200000	800000	800000	230000	0	0.23
200000	800000	800000	220000	0	0.22
# Ellapsed time: 7.38 seconds
# Reading tables
# Performing tests
# card(left) card(right) card(result) ticks ticks/tuple seconds
2000000	8000000	8000000	2320000	0	2.32
2000000	8000000	8000000	2250000	0	2.25
2000000	8000000	8000000	2260000	0	2.26
2000000	8000000	8000000	2260000	0	2.26
2000000	8000000	8000000	2260000	0	2.26
2000000	8000000	8000000	2260000	0	2.26
2000000	8000000	8000000	2260000	0	2.26
2000000	8000000	8000000	2260000	0	2.26
2000000	8000000	8000000	2260000	0	2.26
2000000	8000000	8000000	2250000	0	2.25
# Ellapsed time: 70.64 seconds
# Reading tables
# Performing tests
# card(left) card(right) card(result) ticks ticks/tuple seconds
10000000	40000000	40000000	11520000	0	11.52
10000000	40000000	40000000	11290000	0	11.29
10000000	40000000	40000000	11290000	0	11.29
10000000	40000000	40000000	11300000	0	11.3
10000000	40000000	40000000	11350000	0	11.35
10000000	40000000	40000000	11290000	0	11.29
10000000	40000000	40000000	11290000	0	11.29
10000000	40000000	40000000	11300000	0	11.3
10000000	40000000	40000000	11290000	0	11.29
10000000	40000000	40000000	11300000	0	11.3
# Ellapsed time: 353.44 seconds
# Reading tables
# Performing tests
# card(left) card(right) card(result) ticks ticks/tuple seconds
20000000	80000000	80000000	23030000	0	23.03
20000000	80000000	80000000	22590000	0	22.59
20000000	80000000	80000000	22580000	0	22.58
20000000	80000000	80000000	22580000	0	22.58
20000000	80000000	80000000	22600000	0	22.6
20000000	80000000	80000000	22590000	0	22.59
20000000	80000000	80000000	22580000	0	22.58
20000000	80000000	80000000	22600000	0	22.6
20000000	80000000	80000000	22590000	0	22.59
20000000	80000000	80000000	22580000	0	22.58
# Ellapsed time: 695.94 seconds
