# Reading tables
# Performing tests
# card(left) card(right) card(result) ticks ticks/tuple seconds
200000	800000	800000	50000	0	0.05
200000	800000	800000	50000	0	0.05
200000	800000	800000	50000	0	0.05
200000	800000	800000	50000	0	0.05
200000	800000	800000	50000	0	0.05
200000	800000	800000	50000	0	0.05
200000	800000	800000	50000	0	0.05
200000	800000	800000	40000	0	0.04
200000	800000	800000	60000	0	0.06
200000	800000	800000	40000	0	0.04
# Ellapsed time: 5.66 seconds
# Reading tables
# Performing tests
# card(left) card(right) card(result) ticks ticks/tuple seconds
2000000	8000000	8000000	540000	0	0.54
2000000	8000000	8000000	490000	0	0.49
2000000	8000000	8000000	480000	0	0.48
2000000	8000000	8000000	490000	0	0.49
2000000	8000000	8000000	490000	0	0.49
2000000	8000000	8000000	480000	0	0.48
2000000	8000000	8000000	490000	0	0.49
2000000	8000000	8000000	490000	0	0.49
2000000	8000000	8000000	480000	0	0.48
2000000	8000000	8000000	490000	0	0.49
# Ellapsed time: 48.93 seconds
# Reading tables
# Performing tests
# card(left) card(right) card(result) ticks ticks/tuple seconds
10000000	40000000	40000000	2640000	0	2.64
10000000	40000000	40000000	2420000	0	2.42
10000000	40000000	40000000	2420000	0	2.42
10000000	40000000	40000000	2420000	0	2.42
10000000	40000000	40000000	2430000	0	2.43
10000000	40000000	40000000	2420000	0	2.42
10000000	40000000	40000000	2420000	0	2.42
10000000	40000000	40000000	2430000	0	2.43
10000000	40000000	40000000	2420000	0	2.42
10000000	40000000	40000000	2420000	0	2.42
# Ellapsed time: 249.26 seconds
# Reading tables
# Performing tests
# card(left) card(right) card(result) ticks ticks/tuple seconds
20000000	80000000	80000000	6100000	0	6.1
20000000	80000000	80000000	5540000	0	5.54
20000000	80000000	80000000	5560000	0	5.56
20000000	80000000	80000000	5540000	0	5.54
20000000	80000000	80000000	5550000	0	5.55
20000000	80000000	80000000	5550000	0	5.55
20000000	80000000	80000000	5560000	0	5.56
20000000	80000000	80000000	5550000	0	5.55
20000000	80000000	80000000	5560000	0	5.56
20000000	80000000	80000000	5550000	0	5.55
# Ellapsed time: 498.73 seconds
